id,jlpt_level,word,reading,image_review,meaning,Sentence(eg),Sentence(zh),Sentence,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review,Sentence(zh)_needs_review,Sentence(zh)_note
n1_01503,N1,引っ掻く,ひっかく,NO PICTURE,to scratch,The cat will scratch you if you provoke it.,如果惹怒那只猫，它就会抓你。,その猫を怒らすとひっかくよ。,抓,FALSE,,Godan verb with 'ku' ending | transitive verb,to scratch | to claw,scene_image,72,person_action_scene,action_state,person scratching,引っ掻く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01505,N1,弛む,たるむ,NO PICTURE,to slacken;to loosen;to relax,,,,松弛,FALSE,,Godan verb with 'mu' ending | intransitive verb,to become loose | to slacken (e.g. rope) | to become less tense | to relax | to let one's guard down,scene_image,72,person_action_scene,action_state,person slackenning,弛む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01508,N1,弱まる,よわまる,NO PICTURE,to abate;to weaken;to be emaciated;to be dejected;to be perplexed,,,,减弱；消退,FALSE,,Godan verb with 'ru' ending | intransitive verb,to abate | to weaken | to be emaciated | to be dejected | to be perplexed,scene_image,72,person_action_scene,action_state,person abating,弱まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01509,N1,弱める,よわめる,NO PICTURE,to weaken,"Time, which strengthens friendship, weakens love.",时间能够加深友谊，但是却会冲淡爱情。,時は友情を深めるが、恋愛を弱める。,使变弱,FALSE,,Ichidan verb | transitive verb,to weaken,scene_image,72,person_action_scene,action_state,person weakenning,弱める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01510,N1,弱る,よわる,NO PICTURE,to weaken;to be troubled;to be downcast;to be emaciated;to be dejected;to be perplexed;to impair,A good-looking horse may sometimes break down.,即使看起来很健壮的马，有时也会突然衰弱。,良さそうにみえる馬でも時には弱ることもある。,变弱,FALSE,,Godan verb with 'ru' ending | intransitive verb,to weaken | to grow weak | to wane | to decline (of one's health) | to be downcast,scene_image,72,person_action_scene,action_state,person weakenning,弱る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01513,N1,強いる,しいる,NO PICTURE,to force;to compel;to coerce,Is it possible to be here a little longer?,您能在这里多待一会儿吗？,ここにもう少しいることができますか。,强迫；逼迫,FALSE,,Ichidan verb | transitive verb,to force | to compel | to coerce | to press | to impose,scene_image,72,person_action_scene,action_state,person forcing,強いる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01514,N1,強まる,つよまる,NO PICTURE,to get strong;to gain strength,There's a fear that the snow will strengthen amid the strong winter pressure pattern.,人们担心在强劲的冬季气压模式下，降雪量会增加。,強い冬型の気圧配置となり、雪が強まるおそれがある。,增强,FALSE,,Godan verb with 'ru' ending | intransitive verb,to get strong | to gain strength,scene_image,72,person_action_scene,action_state,person getting strong,強まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01515,N1,強める,つよめる,NO PICTURE,to strengthen;to emphasize,Grooming in primates increases group cohesion.,灵长类动物的梳理行为能增强群体凝聚力。,霊長類の毛づくろいは集団の結合を強める。,加强,FALSE,,Ichidan verb | transitive verb,to strengthen | to emphasize | to emphasise,scene_image,72,person_action_scene,action_state,person strengthenning,強める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01521,N1,強請る,ねだる,NO PICTURE,to tease;to coax;to solicit;to demand,They importune their parents for money.,他们苦苦哀求父母给钱。,彼らは金をくれとしつこく親にねだる。,恳求；纠缠,FALSE,,Godan verb with 'ru' ending | transitive verb,to beg | to pester | to plead | to coax | to hound,scene_image,72,person_action_scene,action_state,person teasing,強請る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01522,N1,弾く,はじく,NO PICTURE,to flip;to snap,Does she play the piano?,她会弹钢琴吗？,彼女はピアノを弾くことができますか。,弹开,FALSE,,Godan verb with 'ku' ending | transitive verb,to flip | to snap | to flick | to repel | to use (an abacus),scene_image,72,person_action_scene,action_state,person flipping,弾く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01523,N1,弾む,はずむ,NO PICTURE,to spring;to bound;to bounce;to be stimulated;to be encouraged;to get lively;to treat oneself to;to,A rubber ball bounces because it is elastic.,因为橡胶球有弹性，所以会弹起来。,ゴムのボールは弾力性があるから弾む。,弹跳；激发,FALSE,,Godan verb with 'mu' ending | intransitive verb | transitive verb,to spring | to bound | to bounce | to be stimulated | to be encouraged,scene_image,72,person_action_scene,action_state,person springing,弾む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01528,N1,当てはまる,あてはまる,NO PICTURE,to apply (a rule),This law is applicable in every case.,此法适用于所有情况。,この法律はすべての場合に当てはまる。,适用,FALSE,,Godan verb with 'ru' ending | intransitive verb,"to apply (of a rule) | to be applicable (of standards, lessons, ideas, etc.) | to hold true (e.g. of a description) | to fit | to be suitable (e.g. of a word)",scene_image,72,person_action_scene,action_state,person applying,当てはまる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01529,N1,当てはめる,あてはめる,NO PICTURE,to apply;to adapt,You can't apply this rule to every case.,你不能把这规则应用在所有事上。,この規則を全てのケースに当てはめることはできません。,应用,FALSE,,Ichidan verb | transitive verb,to apply | to adapt,scene_image,72,person_action_scene,action_state,person applying,当てはめる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01538,N1,役立つ,やくだつ,NO PICTURE,to be useful;to be helpful;to serve the purpose,This book will be of great use to you.,这本书会对你有很大的用处。,この本はあなたに大いに役立つだろう。,有用,FALSE,,Godan verb with 'tsu' ending | intransitive verb,to be useful | to be helpful | to serve the purpose,scene_image,72,person_action_scene,action_state,person being useful,役立つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01547,N1,待ち望む,まちのぞむ,NO PICTURE,to look anxiously for;to wait eagerly for,,,,期盼；等待,FALSE,,Godan verb with 'mu' ending | transitive verb,to wait eagerly for | to look forward to,scene_image,72,person_action_scene,action_state,person looking anxiously for,待ち望む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01576,N1,徹する,てっする,NO PICTURE,to sink in;to penetrate;to devote oneself;to believe in;to go through;to do intently and exclusively,Should I stay up all night or not?,是否要彻夜不眠？,夜を徹するか否か。,深入；专心,FALSE,,suru verb - special class | intransitive verb,to penetrate | to sink in | to devote oneself (to) | to do intently and exclusively | to do throughout (e.g. the night),scene_image,72,person_action_scene,action_state,person sinking in,徹する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01583,N1,心掛ける,こころがける,NO PICTURE,to bear in mind;to aim to do,,,,留意；尽力于,FALSE,,Ichidan verb | transitive verb,to keep in mind | to bear in mind | to try | to aim to do | to endeavor,scene_image,72,person_action_scene,action_state,person bearing in mind,心掛ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01588,N1,志す,こころざす,NO PICTURE,to plan;to intend;to aspire to;to set aims (sights on),He accomplishes whatever he sets out to do.,无论他立志做什么，他都能完成。,彼はやろうと志すものは、何でもやり遂げる。,立志；志向,FALSE,,Godan verb with 'su' ending | intransitive verb | transitive verb,"to aspire to | to aim for | to intend | to resolve | to give a gift (as a token of gratitude, goodwill, etc.)",scene_image,72,person_action_scene,action_state,person planning,志す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01599,N1,怒る,いかる,NO PICTURE,to get angry;to be angry,It's unlike him to get so angry.,这么生气不像他。,あんなに怒るなんて彼らしくない。,生气；发怒,FALSE,,Godan verb with 'ru' ending | intransitive verb | transitive verb,to get angry | to get mad | to lose one's temper | to scold | to tell (someone) off,scene_image,72,person_action_scene,action_state,person getting angry,怒る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01600,N1,怒鳴る,どなる,NO PICTURE,to shout;to yell,Don't yell at me.,别对著我吼。,俺に怒鳴るなよ。,怒喊,FALSE,,Godan verb with 'ru' ending | intransitive verb,to shout (in anger) | to yell,scene_image,72,person_action_scene,action_state,person shouting,怒鳴る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01605,N1,急かす,せかす,NO PICTURE,to hurry;to urge on,Don't be in such a hurry.,别那么着急。,そんなに急かすなよ。,催促；急忙,FALSE,,Godan verb with 'su' ending | transitive verb,to hurry (up) | to urge on | to press | to rush,scene_image,72,person_action_scene,action_state,person hurrying,急かす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01607,N1,怯える,おびえる,NO PICTURE,to become frightened;to have a nightmare,He is afraid of his own shadow.,他怕自己的影子。,彼は自分の影にもおびえる。,害怕；惊恐,FALSE,,Ichidan verb | intransitive verb,to become frightened | to be frightened (of) | to be scared (of),scene_image,72,person_action_scene,action_state,person becoming frightened,怯える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01608,N1,恋する,こいする,NO PICTURE,to fall in love with;to love,Peter fell in love with the girl.,彼得爱上了那个女孩。,ピーターはその子を恋するようになった。,爱上；爱慕,FALSE,,suru verb - included | transitive verb | intransitive verb,to fall in love (with) | to love,scene_image,72,person_action_scene,action_state,person falling in love with,恋する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01612,N1,恐れ入る,おそれいる,NO PICTURE,to be filled with awe;to feel small;to be amazed;to be surprised;to be disconcerted;to be sorry;to b,,,,敬畏；感激,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be sorry | to beg someone's pardon | to feel small | to be much obliged | to be grateful,scene_image,72,person_action_scene,action_state,person being filled with awe,恐れ入る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01614,N1,恥じらう,はじらう,NO PICTURE,to feel shy;to be bashful;to blush,Tom couldn't hide his nervousness at being surrounded by a group of excessively lovely maidens.,被一群娇羞的少女们包围，汤姆无法隐藏自己的紧张。,花も恥じらう乙女たちに囲まれ、トムは緊張を隠せなかった。,害羞；羞涩,FALSE,,Godan verb with 'u' ending | intransitive verb,to feel shy | to be bashful | to blush,scene_image,72,person_action_scene,action_state,person feeling shy,恥じらう,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01615,N1,恥じる,はじる,NO PICTURE,to feel ashamed,You should be ashamed of your ignorance.,你应该为你的无知感到羞耻。,君は自分の無知を恥じるべきである。,感到羞耻,FALSE,,Ichidan verb | transitive verb,to feel ashamed,scene_image,72,person_action_scene,action_state,person feeling ashamed,恥じる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01618,N1,恵む,めぐむ,NO PICTURE,to bless;to show mercy to,,,,施恩；怜悯,FALSE,,Godan verb with 'mu' ending | transitive verb,"to bless | to show mercy to | to give (money, etc.)",scene_image,72,person_action_scene,action_state,person blessing,恵む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01620,N1,悟る,さとる,NO PICTURE,to attain enlightenment;to perceive;to understand;to discern,Some day you will come to realize the importance of saving.,你现在不好好储蓄金钱的话，终有一天会后悔的。,いつかは君も貯蓄の重要さを悟るようになるだろう。,觉悟；领悟,FALSE,,Godan verb with 'ru' ending | transitive verb,to sense | to perceive | to notice | to discern | to become aware of,scene_image,72,person_action_scene,action_state,person attaining enlightenment,悟る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01622,N1,悩ます,なやます,NO PICTURE,to afflict;to torment;to harass;to molest,You don't have to worry about a thing like that.,没必要为这种事情烦恼。,そんなことで頭を悩ます必要はない。,折磨；骚扰,FALSE,,Godan verb with 'su' ending | transitive verb,to afflict | to torment | to harass | to molest,scene_image,72,person_action_scene,action_state,person afflicting,悩ます,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01641,N1,惜しむ,おしむ,NO PICTURE,to be frugal;to value;to regret,The passing autumn fills me with a feeling of grief.,满怀着对逝去秋天的惋惜之情。,行く秋を惜しむ気持でいっぱいだ。,珍惜；惋惜,FALSE,,Godan verb with 'mu' ending | transitive verb,to spare | to grudge | to be sparing (with) | to be frugal | to be stingy,scene_image,72,person_action_scene,action_state,person being frugal,惜しむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01648,N1,意気込む,いきごむ,NO PICTURE,to be enthusiastic about,,虽然立志要早点完成作业，但还是忍不住慢慢悠悠地过日子。,宿題を早く終わらせるぞと意気込むが、やっぱりだらだら過ごしてしまう。,充满热情,FALSE,,Godan verb with 'mu' ending | intransitive verb,to be enthusiastic (about) | to be eager (to do) | to be keen | to be intent (on) | to be determined,scene_image,72,person_action_scene,action_state,person being enthusiastic about,意気込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01663,N1,慌てる,あわてる,NO PICTURE,to become confused (disconcerted disorganized),Don't panic!,不要恐慌！,慌てる必要はありません！,慌张；手忙脚乱,FALSE,,Ichidan verb | intransitive verb,"to become confused (disconcerted, disorganized, disorganised) | to be flustered | to panic | to hurry | to rush",scene_image,72,person_action_scene,action_state,person becoming confused,慌てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01664,N1,慎む,つつしむ,NO PICTURE,to be careful;to be chaste or discreet;to abstain or refrain,You should behave carefully.,你应该注意你的举止。,軽挙妄動を慎むべきだ。,谨慎,FALSE,,Godan verb with 'mu' ending | transitive verb,to be careful | to be discreet | to do in moderation | to refrain (from overdoing) | to abstain,scene_image,72,person_action_scene,action_state,person being careful,慎む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01665,N1,慕う,したう,NO PICTURE,to yearn for;to miss;to adore;to love dearly,I couldn't stop myself from longing for her.,我无法抑制对她的仰慕之情。,僕は彼女を慕う気持ちを拭えなかった。,仰慕；思念,FALSE,,Godan verb with 'u' ending | transitive verb,to yearn for | to long for | to pine for | to miss | to love dearly,scene_image,72,person_action_scene,action_state,person yearning for,慕う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01666,N1,慣らす,ならす,NO PICTURE,to accustom,You cannot tame a wolf.,无法驯服狼。,狼を飼い慣らすことはできません。,驯养；习惯化,FALSE,,Godan verb with 'su' ending | transitive verb,to accustom | to train (e.g. one's ear) | to tame | to domesticate | to train (an animal),scene_image,72,person_action_scene,action_state,person accustomming,慣らす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01676,N1,懐く,なつく,NO PICTURE,to become emotionally attached,This dog is more attached to us than this cat.,这只狗比那只猫更依恋我们。,この犬はこの猫よりも私たちになつく。,产生感情；亲近,FALSE,,Godan verb with 'ku' ending | intransitive verb,to become attached (to) | to take (to) | to become affectionate (with) | to be tamed | to get close (e.g. to someone emotionally),scene_image,72,person_action_scene,action_state,person becoming emotionally attached,懐く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01677,N1,懲りる,こりる,NO PICTURE,to learn by experience;to be disgusted with,This will teach her a lesson.,这次她也会受到教训。,これで彼女も懲りるだろう。,受挫；厌倦,FALSE,,Ichidan verb | intransitive verb,to learn by experience | to learn one's lesson | to learn the hard way | to be discouraged (by) | to have enough (of),scene_image,72,person_action_scene,action_state,person learning by experience,懲りる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01679,N1,成り立つ,なりたつ,NO PICTURE,to conclude;to consist of;to be practical (logical feasible viable);to hold true,"Since I got a raise, I can manage.",由于涨了工资，生活总算能维持下去了。,給料があがったので生活がどうにか成り立つ。,成立；可行,FALSE,,Godan verb with 'tsu' ending | intransitive verb,to consist of | to be made up of | to be composed of | to be concluded (e.g. of an agreement) | to hold true (e.g. of a theory),scene_image,72,person_action_scene,action_state,person concluding,成り立つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01714,N1,手掛ける,てがける,NO PICTURE,to handle;to manage;to work with;to rear;to look after;to have experience with,,,,经营；从事,FALSE,,Ichidan verb | transitive verb,to handle | to manage | to deal with | to work with | to have experience with,scene_image,72,person_action_scene,action_state,person handling,手掛ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01727,N1,打ち切る,うちきる,NO PICTURE,to stop;to abort;to discontinue;to close,,,,中止、截止,FALSE,manual fill,Godan verb with 'ru' ending | transitive verb,to stop | to abort | to discontinue | to close,scene_image,72,person_action_scene,action_state,person stopping,打ち切る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,manual fill,,
n1_01729,N1,打ち合わせる,うちあわせる,NO PICTURE,to knock together;to arrange,,,,协商；安排,FALSE,,Ichidan verb | transitive verb,to knock together | to strike against each other | to clash | to arrange (e.g. a meeting) | to discuss (in advance),scene_image,72,person_action_scene,action_state,person knocking together,打ち合わせる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01731,N1,打ち込む,うちこむ,NO PICTURE,to drive in (e.g. nail stake);to devote oneself to;to shoot into;to smash;to throw into;to cast int,It is foolish of you to build a castle in the air while forgetting to drive in pilings for its foundation.,你竟忘了打地基就建空中楼阁，也真是个愚蠢的人。,基礎に杭を打ち込むのを忘れて、空中に楼閣を建てるとは、あなたも愚かな人だ。,打入、专心投入,FALSE,manual fill,Godan verb with 'mu' ending | transitive verb,"to drive in (a nail, stake, etc.) | to hammer in | to hit (a ball, etc.) | to drive | to smash",scene_image,72,person_action_scene,action_state,person driving in,打ち込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,manual fill,FALSE,
n1_01732,N1,打付ける,ぶつける,NO PICTURE,to knock;to run into;to nail on;to strike hard;to hit and attack,Billy often hits his face against windows.,比利经常撞到窗户上。,ビリさんは顔を窓によくぶつける。,猛撞、钉上,FALSE,manual fill,Ichidan verb | transitive verb,to nail (to something) | to nail down | to fasten (to) | to drive (a nail; into) | to bang (e.g. one's head),scene_image,72,person_action_scene,action_state,person knocking,打付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,manual fill,FALSE,
n1_01743,N1,抓る,つねる,NO PICTURE,to pinch,,,,捏,FALSE,,Godan verb with 'ru' ending | transitive verb,to pinch | to nip,scene_image,72,person_action_scene,action_state,person pinching,抓る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01744,N1,投げ出す,なげだす,NO PICTURE,to throw down;to abandon;to sacrifice;to throw out,Don't throw in the towel.,不要放弃!,投げ出すな。,放弃；扔掉,FALSE,,Godan verb with 'su' ending | transitive verb,to throw down | to throw out | to stretch out (one's legs) | to abandon | to resign,scene_image,72,person_action_scene,action_state,person throwwing down,投げ出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01749,N1,折り返す,おりかえす,NO PICTURE,to turn up;to fold back,,,,折返、折回,FALSE,manual fill,Godan verb with 'su' ending | transitive verb,"to turn up (hem, sleeves, etc.) | to fold back (e.g. page) | to turn back | to double back | to return",scene_image,72,person_action_scene,action_state,person turning up,折り返す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,manual fill,,
n1_01751,N1,抜かす,ぬかす,NO PICTURE,to omit;to leave out,Be more careful. You often leave out some letter or other.,注意点，你经常漏掉某个字母。,注意しなさい。君はよく何かの文字を抜かすよ。,省略,FALSE,,Godan verb with 'su' ending | transitive verb,to omit | to leave out | to skip | to overtake | to pass,scene_image,72,person_action_scene,action_state,person omitting,抜かす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01752,N1,抜け出す,ぬけだす,NO PICTURE,to slip out;to sneak away;to excel,You need to get out of your comfort zone.,你需要离开你的舒适区。,コンフォートゾーンから、抜け出すことが必要です。,溜出；偷偷离开,FALSE,,Godan verb with 'su' ending | intransitive verb,to slip out | to sneak away | to break free | to get through (a difficult situation) | to break into the lead,scene_image,72,person_action_scene,action_state,person slipping out,抜け出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01753,N1,押さえる,おさえる,NO PICTURE,to stop;to restrain;to seize;to repress;to suppress;to press down,It causes quite a sensation when Nomo pitches a no-hitter.,野茂投出无安打比赛时，观众们都会激动不已。,野茂が打者をおさえると観客がわきあがります。,压制；制止,FALSE,,Ichidan verb | transitive verb,to pin down | to hold down | to press down | to hold in place | to hold steady,scene_image,72,person_action_scene,action_state,person stopping,押さえる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01754,N1,押し寄せる,おしよせる,NO PICTURE,to push aside;to advance on,It is expected that the tsunami surge will be ten meters or less.,预计最大十米高的海啸将袭来。,最大１０メートルの津波が押し寄せるとみられます。,逼近；涌来,FALSE,,Ichidan verb | intransitive verb,to advance on | to close in | to march on | to descend on (the enemy) | to move towards,scene_image,72,person_action_scene,action_state,person pushing aside,押し寄せる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01755,N1,押し込む,おしこむ,NO PICTURE,to push into;to crowd into,He was still strong enough to press a switch.,他仍有力气按下开关。,彼は、まだスイッチを押し込む力を十分持ち合わせていた。,挤入；塞入,FALSE,,Godan verb with 'mu' ending | intransitive verb | transitive verb,to push into | to cram into | to stuff into | to crowd into | to break in,scene_image,72,person_action_scene,action_state,person pushing into,押し込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01757,N1,担う,になう,NO PICTURE,to carry on shoulder;to bear (burden);to shoulder (gun),,,,承担；肩负,FALSE,,Godan verb with 'u' ending | transitive verb,"to carry on one's shoulder | to shoulder | to bear | to bear (a burden, responsibility, etc.) | to take upon oneself",scene_image,72,person_action_scene,action_state,person carrying on shoulder,担う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01759,N1,拐う,さらう,NO PICTURE,to carry off;to run away with;to kidnap;to abduct,,,,拐走；绑架,FALSE,,Godan verb with 'u' ending | transitive verb,to carry off | to run away with | to sweep away | to snatch | to kidnap,scene_image,72,person_action_scene,action_state,person carrying off,拐う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01762,N1,拗れる,こじれる,NO PICTURE,to get complicated;to grow worse,,,,恶化；变复杂,FALSE,,Ichidan verb | intransitive verb,to get complicated | to grow worse | to turn sour,scene_image,72,person_action_scene,action_state,person getting complicated,拗れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01768,N1,拵える,こしらえる,NO PICTURE,to make;to manufacture,This cook cooks different meals every day.,厨师每天准备不同的菜。,その料理人は毎日違う料理を拵える。,制作；制造,FALSE,,Ichidan verb | transitive verb,to make | to manufacture | to fabricate | to build | to construct,scene_image,72,person_action_scene,action_state,person making,拵える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01771,N1,持てる,もてる,NO PICTURE,to be well liked;to be popular,Not everyone can afford a car.,不是任何人能够买车子,誰でも車が持てるわけではない。,受欢迎；受喜爱,FALSE,,Ichidan verb | intransitive verb | noun or verb acting prenominally,"to be able to possess (hold, get, etc.) | to be well liked | to be popular | to be pampered (spoiled, doted upon, etc.) | to be welcomed",scene_image,72,person_action_scene,action_state,person being well liked,持てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01772,N1,持て成す,もてなす,NO PICTURE,to entertain;to make welcome,"Whomsoever she invites, she is quite hospitable.",无论她邀请谁，她都热情款待。,彼女は誰を招いても厚くもてなす。,款待；招待,FALSE,,Godan verb with 'su' ending | transitive verb,to treat (a guest) | to receive | to entertain | to be hospitable to | to make welcome,scene_image,72,person_action_scene,action_state,person entertaining,持て成す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01776,N1,指差す,ゆびさす,NO PICTURE,to point at,It is not polite to point at others.,用手指别人是不礼貌的。,他人を指差すのは失礼なことです。,指向；指着,FALSE,,Godan verb with 'su' ending | transitive verb,to point at,scene_image,72,person_action_scene,action_state,person pointing at,指差す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01780,N1,挑む,いどむ,NO PICTURE,to challenge;to contend for;to make love to,The French government has launched an online game that challenges taxpayers to balance the national budget.,法国政府发布了一款线上游戏，让纳税人挑战平衡国家预算。,仏政府は国家予算の帳尻を合わせるよう納税者に挑むオンラインゲームを売り出した。,挑战；追求,FALSE,,Godan verb with 'mu' ending | transitive verb | intransitive verb,"to challenge to (a fight, game, etc.) | to throw down the gauntlet | to contend for | to tackle (e.g. a problem) | to attempt",scene_image,72,person_action_scene,action_state,person challenging,挑む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,,
n1_01786,N1,捕らえる,とらえる,NO PICTURE,to seize;to grasp;to capture;to arrest,"No matter what the problem is, it's essential to get at the heart of the matter.",无论问题是什么，抓住事物的本质才是关键。,なんであれ物事の本体を捕らえる事が肝心だ。,抓住；捕获,FALSE,,Ichidan verb | transitive verb,to catch | to capture | to seize | to arrest | to grab,scene_image,72,person_action_scene,action_state,person seizing,捕らえる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
n1_01791,N1,捗る,はかどる,NO PICTURE,to make progress;to move right ahead (with the work);to advance,"When I wake up early, I feel like my studying goes better.",早上起床后，我觉得学习效率更高。,朝早く起きると、勉強がはかどる気がする。,进展顺利,FALSE,,Godan verb with 'ru' ending | intransitive verb,to make (good) progress | to move right ahead (with the work) | to advance,scene_image,72,person_action_scene,action_state,person making progress,捗る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,ollama-qwen2.5:7b,,FALSE,
