id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n5_07878,N5,レコード,レコード,record,noun (common) (futsuumeishi),(phonograph) record | record (esp. in sports) | record (data structure),review,55,noun_needs_review,general,record,レコード,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07879,N5,レストラン,レストラン,restaurant,noun (common) (futsuumeishi),restaurant (esp. Western-style),direct_image,84,single_object_or_place,place_building,restaurant,レストラン,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary
n5_07880,N5,ワイシャツ,ワイシャツ,business shirt,noun (common) (futsuumeishi),(formal) shirt | dress shirt | business shirt | button-up shirt,direct_image,84,single_object_or_place,clothing,business shirt,ワイシャツ,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary
n5_07881,N5,一,いち,one,"numeric | prefix | nouns which may take the genitive case particle 'no' | suffix | noun (common) (futsuumeishi) | noun, used as a prefix",one | 1 | best | first | foremost,skip,10,not_recommended,skip,one,一,,function word or bound form,Tanos JLPT vocabulary
n5_07882,N5,一つ,ひとつ,one,numeric | noun (common) (futsuumeishi) | adverb (fukushi) | nouns which may take the genitive case particle 'no',"one | for one thing | only | (not) even | just (e.g. ""just try it"")",skip,10,not_recommended,skip,one,一つ,,function word or bound form,Tanos JLPT vocabulary
n5_07883,N5,一人,ひとり,one person,noun (common) (futsuumeishi) | adverb (fukushi),one person | being alone | being by oneself | being single | being unmarried,direct_image,84,single_object_or_place,person_family,one person,一人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary
n5_07884,N5,一日,いちにち,"(1) one day, (2) first of month",noun (common) (futsuumeishi) | adverb (fukushi),one day | all day (long) | the whole day | from morning till night | first day of the month,review,48,action_needs_review,person_family,person oning day,一日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07885,N5,一昨年,おととし,year before last,noun (common) (futsuumeishi) | adverb (fukushi),year before last,review,48,action_needs_review,person_family,person yearing before last,一昨年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07886,N5,一昨日,おととい,day before yesterday,noun (common) (futsuumeishi) | adverb (fukushi),day before yesterday,review,48,action_needs_review,person_family,person daying before yesterday,一昨日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07887,N5,一月,ひとつき,one month,noun (common) (futsuumeishi),January | first month of the lunar calendar,review,55,noun_needs_review,general,one month,一月,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07888,N5,一緒,いっしょ,together,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',(doing) together | one lump | one mixture | the same category | the same,skip,10,not_recommended,skip,together,一緒,,function word or bound form,Tanos JLPT vocabulary
n5_07889,N5,七,しち / なな,seven,numeric,seven,review,45,manual_review,general,seven,七,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07890,N5,七つ,ななつ,seven,numeric | noun (common) (futsuumeishi),seven | seven years of age | four o'clock (old time system),review,55,noun_needs_review,general,seven,七つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07891,N5,七日,なのか,"seven days,the seventh day",noun (common) (futsuumeishi),7th day of the month | seven days,review,55,noun_needs_review,general,seven days,七日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07892,N5,万,まん,ten thousand,adverb (fukushi),completely | absolutely | totally,review,48,action_needs_review,person_family,person tenning thousand,万,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07893,N5,万年筆,まんねんひつ,fountain pen,noun (common) (futsuumeishi),fountain pen,direct_image,84,single_object_or_place,object_tool,fountain pen,万年筆,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary
n5_07894,N5,丈夫,じょうぶ,"strong,durable",adjectival nouns or quasi-adjectives (keiyodoshi),healthy | robust | strong | solid | durable,scene_image,68,visual_state_scene,action_state,strong scene,丈夫,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07895,N5,三,さん,three,numeric,three | 3,review,45,manual_review,general,three,三,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07896,N5,三つ,みっつ,three,numeric | noun (common) (futsuumeishi),three | three years of age,review,55,noun_needs_review,general,three,三つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07897,N5,三日,みっか,"three days, third day of the month",noun (common) (futsuumeishi),3rd day of the month | three days,review,55,noun_needs_review,general,three days,三日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07898,N5,上,うえ,on top of,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',above | over | up | top | summit,skip,10,not_recommended,skip,on top of,上,,function word or bound form,Tanos JLPT vocabulary
n5_07899,N5,上げる,あげる,to give,Ichidan verb | transitive verb,"to raise | to elevate | to move something (to a higher place) | to put onto (e.g. a shelf) | to increase (price, quality, status, etc.)",scene_image,72,person_action_scene,action_state,person giving,上げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07900,N5,上手,じょうず,skillful,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),skillful | skilled | proficient | good (at) | adept,scene_image,68,visual_state_scene,action_state,skillful scene,上手,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07901,N5,上着,うわぎ,jacket,noun (common) (futsuumeishi),coat | jacket | outerwear | top | upper-body garment,direct_image,84,single_object_or_place,clothing,jacket,上着,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary
n5_07902,N5,下,した,below,noun (common) (futsuumeishi),below | down | under | younger (e.g. daughter) | bottom,review,55,noun_needs_review,general,below,下,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07903,N5,下手,へた,unskillful,noun (common) (futsuumeishi),humble position | inferior | underarm grip on opponent's belt,review,55,noun_needs_review,general,unskillful,下手,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07904,N5,両親,りょうしん,both parents,noun (common) (futsuumeishi),parents | both parents,review,55,noun_needs_review,general,both parents,両親,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07905,N5,並ぶ,ならぶ,"to line up,to stand in a line",Godan verb with 'bu' ending | intransitive verb,to line up | to stand in a line | to rival | to match | to equal,scene_image,72,person_action_scene,action_state,person lining up,並ぶ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07906,N5,並べる,ならべる,"to line up,to set up",Ichidan verb | transitive verb,to line up | to set up | to arrange in a line | to enumerate | to itemize,scene_image,72,person_action_scene,action_state,person lining up,並べる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07907,N5,中,なか,middle,noun (common) (futsuumeishi) | adverb (fukushi),inside | interior | among | within | middle,review,48,action_needs_review,person_family,person middling,中,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07908,N5,丸い/円い,まるい,"round,circular",,,review,45,manual_review,general,round,丸い/円い,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07909,N5,乗る,のる,"to get on,to ride",Godan verb with 'ru' ending | intransitive verb,"to get on (train, plane, bus, ship, etc.) | to get in | to board | to take | to embark",scene_image,72,person_action_scene,action_state,person getting on,乗る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07910,N5,九,きゅう / く,nine,numeric,nine | 9,review,45,manual_review,general,nine,九,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07911,N5,九つ,ここのつ,nine,numeric | noun (common) (futsuumeishi),nine | nine years of age | twelve o'clock (old time system),review,55,noun_needs_review,general,nine,九つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07912,N5,九日,ここのか,"nine days, ninth day",noun (common) (futsuumeishi),9th day of the month | nine days,review,55,noun_needs_review,general,nine days,九日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07913,N5,二,に,two,numeric,two | 2,review,45,manual_review,general,two,二,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07914,N5,二つ,ふたつ,two,numeric,two,review,45,manual_review,general,two,二つ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07915,N5,二人,ふたり,two people,noun (common) (futsuumeishi),two persons | two people | pair | couple,direct_image,84,single_object_or_place,person_family,two people,二人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary
n5_07916,N5,二十日,はつか,"twenty days,twentieth",noun (common) (futsuumeishi),20th day of the month | 20 days,review,55,noun_needs_review,general,twenty days,二十日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07917,N5,二十歳,はたち,"20 years old,20th year",noun (common) (futsuumeishi),20 years old | twenty,review,55,noun_needs_review,general,20 years old,二十歳,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07918,N5,二日,ふつか,"two days, second day of the month",noun (common) (futsuumeishi),2nd day of the month | two days,review,55,noun_needs_review,general,two days,二日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07919,N5,五,ご,five,numeric,five | 5,review,45,manual_review,general,five,五,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07920,N5,五つ,いつつ,five,numeric | noun (common) (futsuumeishi),five | five years of age | eight o'clock (old time system),review,55,noun_needs_review,general,five,五つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07921,N5,五日,いつか,"five days, fifth day",noun (common) (futsuumeishi),5th day of the month | five days,review,55,noun_needs_review,general,five days,五日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07922,N5,交差点,こうさてん,intersection,noun (common) (futsuumeishi),crossing | intersection,review,55,noun_needs_review,general,intersection,交差点,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07923,N5,交番,こうばん,police box,noun (common) (futsuumeishi) | noun or verb acting prenominally,"police box | koban | small neighborhood police station | alternation | alternating (current, stress, etc.)",direct_image,84,single_object_or_place,object_tool,police box,交番,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary
n5_07924,N5,人,ひと,person,suffix,"-ian (e.g. Italian) | -ite (e.g. Tokyoite) | -er (e.g. performer, etc.) | person working with ... | man",skip,10,not_recommended,skip,person,人,,function word or bound form,Tanos JLPT vocabulary
n5_07925,N5,今,いま,now,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no' | adverb (fukushi),now | the present time | just now | soon | immediately,skip,10,not_recommended,skip,now,今,,function word or bound form,Tanos JLPT vocabulary
n5_07926,N5,今年,ことし,this year,noun (common) (futsuumeishi) | adverb (fukushi),this year,review,48,action_needs_review,person_family,person thissing year,今年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07927,N5,今日,きょう,today,noun (common) (futsuumeishi) | adverb (fukushi),today | this day | these days | recently | nowadays,review,48,action_needs_review,person_family,person todaying,今日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07928,N5,今晩,こんばん,this evening,noun (common) (futsuumeishi) | adverb (fukushi),tonight | this evening,review,48,action_needs_review,person_family,person thissing evening,今晩,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07929,N5,今月,こんげつ,this month,noun (common) (futsuumeishi) | adverb (fukushi),this month,review,48,action_needs_review,person_family,person thissing month,今月,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07930,N5,今朝,けさ,this morning,noun (common) (futsuumeishi) | adverb (fukushi),this morning,review,48,action_needs_review,person_family,person thissing morning,今朝,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07931,N5,今週,こんしゅう,this week,noun (common) (futsuumeishi) | adverb (fukushi),this week,review,48,action_needs_review,person_family,person thissing week,今週,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07932,N5,仕事,しごと,job,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,work | job | labor | labour | business,review,48,action_needs_review,person_family,person jobbing,仕事,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07933,N5,休み,やすみ,"rest,holiday",noun (common) (futsuumeishi),rest | recess | respite | vacation | holiday,review,55,noun_needs_review,general,rest,休み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07934,N5,休む,やすむ,to rest,Godan verb with 'mu' ending | intransitive verb,to be absent | to take a day off | to rest | to have a break | to go to bed,scene_image,72,person_action_scene,action_state,person resting,休む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07935,N5,会う,あう,to meet,Godan verb with 'u' ending | intransitive verb,to meet | to encounter | to see | to have an accident | to have a bad experience,scene_image,72,person_action_scene,action_state,person meeting,会う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07936,N5,会社,かいしゃ,company,noun (common) (futsuumeishi),company | corporation | firm | one's workplace,review,55,noun_needs_review,general,company,会社,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07937,N5,伯母さん/叔母さん,おばさん,aunt,,,review,45,manual_review,general,aunt,伯母さん/叔母さん,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07938,N5,伯父/叔父,おじいさん,"grandfather,male senior citizen",,,direct_image,75,single_object_or_place,person_family,grandfather,伯父/叔父,person_family,meaning suggests concrete domain: person_family,Tanos JLPT vocabulary
n5_07939,N5,低い,ひくい,"short,low",adjective (keiyoushi),"low (rank, degree, value, content, quality, etc.) | low (position) | close to the ground | short (height) | deep (voice)",scene_image,68,visual_state_scene,action_state,short scene,低い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07940,N5,住む,すむ,to live in,Godan verb with 'mu' ending | intransitive verb,to live (of humans) | to reside | to inhabit | to dwell | to abide,scene_image,72,person_action_scene,action_state,person living in,住む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07941,N5,体,からだ,body,noun (common) (futsuumeishi),body | torso | trunk | build | physique,direct_image,84,single_object_or_place,body_health,body,体,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary
n5_07942,N5,何,なん/なに,what,pronoun | noun (common) (futsuumeishi),what | you-know-what | that thing | whatsit | whachamacallit,skip,10,not_recommended,skip,what,何,,function word or bound form,Tanos JLPT vocabulary
n5_07943,N5,作る,つくる,to make,Godan verb with 'ru' ending | transitive verb,to make | to produce | to manufacture | to build | to construct,scene_image,72,person_action_scene,action_state,person making,作る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07944,N5,作文,さくぶん,"composition,writing",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"writing (an essay, prose, etc.) | composition | formal writing with little real meaning",review,48,action_needs_review,person_family,person compositioning,作文,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07945,N5,使う,つかう,to use,Godan verb with 'u' ending | transitive verb,"to use (a tool, method, etc.) | to make use of | to put to use | to use (a person, animal, puppet, etc.) | to employ",scene_image,72,person_action_scene,action_state,person using,使う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07946,N5,便利,べんり,"useful, convenient",adjectival nouns or quasi-adjectives (keiyodoshi),convenient | handy | useful,scene_image,68,visual_state_scene,action_state,useful scene,便利,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07947,N5,借りる,かりる,to borrow,Ichidan verb | transitive verb,"to borrow | to rent | to hire | to make use of (another's help, wisdom, etc.) | to obtain",scene_image,72,person_action_scene,action_state,person borrowwing,借りる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07948,N5,傘,かさ,umbrella,noun (common) (futsuumeishi),umbrella | parasol | something shaped like an umbrella or a conical hat | shade (of a lamp) | mushroom cap,direct_image,84,single_object_or_place,object_tool,umbrella,傘,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary
n5_07949,N5,働く,はたらく,to work,Godan verb with 'ku' ending | intransitive verb,to work | to labor | to labour | to function | to operate,scene_image,72,person_action_scene,action_state,person working,働く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07950,N5,元気,げんき,"health, vitality",adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),lively | full of spirit | energetic | vigorous | vital,direct_image,84,single_object_or_place,body_health,health,元気,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary
n5_07951,N5,兄,あに,(humble) older brother,noun (common) (futsuumeishi),older brother | elder brother | brother-in-law (spouse's older brother or older sister's husband),direct_image,84,single_object_or_place,person_family,older brother,兄,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary
n5_07952,N5,兄弟,きょうだい,(humble) siblings,noun (common) (futsuumeishi),brothers and sisters | siblings | half-siblings | step-siblings | siblings by marriage or adoption,review,55,noun_needs_review,general,siblings,兄弟,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07953,N5,先,さき,"the future,previous",noun (common) (futsuumeishi) | adverb (fukushi),a short while ago | a moment ago | just now | some time ago,review,48,action_needs_review,person_family,person futuring,先,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07954,N5,先月,せんげつ,last month,noun (common) (futsuumeishi) | adverb (fukushi),last month,review,48,action_needs_review,person_family,person lasting month,先月,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07955,N5,先生,せんせい,"teacher,doctor","noun (common) (futsuumeishi) | noun, used as a suffix","teacher | instructor | master | sensei | title or form of address for a teacher, master, doctor, lawyer, etc.",skip,10,not_recommended,skip,teacher,先生,,function word or bound form,Tanos JLPT vocabulary
n5_07956,N5,先週,せんしゅう,last week,noun (common) (futsuumeishi) | adverb (fukushi),last week | the week before,review,48,action_needs_review,person_family,person lasting week,先週,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07957,N5,入る,はいる,"to enter,to contain",Godan verb with 'ru' ending | intransitive verb,to enter | to go in | to get in | to come in | to set (of the sun or moon),scene_image,72,person_action_scene,action_state,person enterring,入る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07958,N5,入れる,いれる,to put in,Ichidan verb | transitive verb,to put in | to let in | to take in | to bring in | to insert,scene_image,72,person_action_scene,action_state,person putting in,入れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07959,N5,入口,いりぐち,entrance,noun (common) (futsuumeishi),entrance | entry | gate | approach | mouth,review,55,noun_needs_review,general,entrance,入口,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07960,N5,全部,ぜんぶ,all,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no' | adverb (fukushi),all | entire | whole | altogether,skip,10,not_recommended,skip,all,全部,,function word or bound form,Tanos JLPT vocabulary
n5_07961,N5,八,はち,eight,numeric,eight | 8,review,45,manual_review,general,eight,八,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07962,N5,八つ,やっつ,eight,numeric | noun (common) (futsuumeishi),eight | eight years of age | two o'clock (old time system),review,55,noun_needs_review,general,eight,八つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07963,N5,八日,ようか,"eight days, eighth day of the month",noun (common) (futsuumeishi),8th day of the month | eight days,review,55,noun_needs_review,general,eight days,八日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07964,N5,八百屋,やおや,greengrocer,noun (common) (futsuumeishi),greengrocer | fruit and vegetable shop | jack of all trades,review,55,noun_needs_review,general,greengrocer,八百屋,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07965,N5,公園,こうえん,park,noun (common) (futsuumeishi),(public) park,direct_image,84,single_object_or_place,place_building,park,公園,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary
n5_07966,N5,六,ろく,six,numeric,six | 6,review,45,manual_review,general,six,六,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07967,N5,六つ,むっつ,six,numeric | noun (common) (futsuumeishi),six | six years of age | six o'clock (old time system),review,55,noun_needs_review,general,six,六つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07968,N5,六日,むいか,"six days, sixth day of the month",noun (common) (futsuumeishi),6th day of the month | six days,review,55,noun_needs_review,general,six days,六日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07969,N5,写真,しゃしん,photograph,noun (common) (futsuumeishi),photograph | photo | picture | photography | moving picture,review,55,noun_needs_review,general,photograph,写真,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07970,N5,冬,ふゆ,winter,noun (common) (futsuumeishi) | adverb (fukushi),winter,review,48,action_needs_review,person_family,person winterring,冬,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07971,N5,冷たい,つめたい,cold to the touch,adjective (keiyoushi),cold (to the touch) | chilly | icy | freezing | (emotionally) cold,scene_image,68,visual_state_scene,action_state,cold to the touch scene,冷たい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07972,N5,冷蔵庫,れいぞうこ,refrigerator,noun (common) (futsuumeishi),refrigerator | fridge,review,55,noun_needs_review,general,refrigerator,冷蔵庫,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07973,N5,出かける,でかける,to go out,Ichidan verb | intransitive verb,to go out (e.g. on an excursion or outing) | to leave | to depart | to start | to set out,scene_image,72,person_action_scene,action_state,person going out,出かける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07974,N5,出す,だす,to put out,Godan verb with 'su' ending | transitive verb,to take out | to get out | to put out | to reveal | to show,scene_image,72,person_action_scene,action_state,person putting out,出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07975,N5,出る,でる,"to appear,to leave",Ichidan verb | intransitive verb,to leave | to exit | to go out | to come out | to get out,scene_image,72,person_action_scene,action_state,person appearing,出る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07976,N5,出口,でぐち,exit,noun (common) (futsuumeishi),exit | way out | outlet | vent,review,55,noun_needs_review,general,exit,出口,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07977,N5,分かる,わかる,to be understood,Godan verb with 'ru' ending | intransitive verb,to understand | to comprehend | to grasp | to see | to get,scene_image,72,person_action_scene,action_state,person being understood,分かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07978,N5,切る,きる,to cut,Godan verb with 'ru' ending | transitive verb,"to cut | to cut through | to perform (surgery) | to sever (connections, ties) | to turn off (e.g. the light)",scene_image,72,person_action_scene,action_state,person cutting,切る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07979,N5,切手,きって,postage stamp,noun (common) (futsuumeishi),stamp (postage) | merchandise certificate,review,55,noun_needs_review,general,postage stamp,切手,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07980,N5,切符,きっぷ,ticket,noun (common) (futsuumeishi),ticket,direct_image,84,single_object_or_place,object_tool,ticket,切符,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary
n5_07981,N5,初め/始め,はじめ,beginning,,,review,45,manual_review,general,beginning,初め/始め,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07982,N5,初めて,はじめて,for the first time,adverb (fukushi) | nouns which may take the genitive case particle 'no' | noun (common) (futsuumeishi),for the first time | only after ... is it ... | only when ... do you ... | not until ... do you ... | first time,skip,10,not_recommended,skip,for the first time,初めて,,function word or bound form,Tanos JLPT vocabulary
n5_07983,N5,前,まえ,before,noun (common) (futsuumeishi),point | tip | end | nozzle | head (of a line),review,55,noun_needs_review,general,before,前,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07984,N5,勉強,べんきょうする,to study,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,study | diligence | working hard | experience | knowledge,scene_image,72,person_action_scene,action_state,person studying,勉強,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07985,N5,動物,どうぶつ,animal,noun (common) (futsuumeishi),animal,direct_image,84,single_object_or_place,animal,animal,動物,animal,concrete noun domain: animal,Tanos JLPT vocabulary
n5_07986,N5,勤める,つとめる,to work for someone,Ichidan verb | transitive verb,to work (for) | to be employed (at) | to serve (in) | to serve (as) | to act (as),scene_image,72,person_action_scene,action_state,person working for someone,勤める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_07987,N5,北,きた,north,noun (common) (futsuumeishi),north | the North | northern territories | North Korea | north wind,review,55,noun_needs_review,general,north,北,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07988,N5,医者,いしゃ,medical doctor,noun (common) (futsuumeishi),doctor | physician,direct_image,84,single_object_or_place,person_family,medical doctor,医者,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary
n5_07989,N5,十,じゅう とお,ten,numeric | noun (common) (futsuumeishi),ten | 10 | ten years of age | book containing a collection of poems,review,55,noun_needs_review,general,ten,十,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07990,N5,十日,とおか,"ten days,the tenth day",noun (common) (futsuumeishi),10th day of the month | ten days,review,55,noun_needs_review,general,ten days,十日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07991,N5,千,せん,thousand,numeric,"thousand | 1,000",review,45,manual_review,general,thousand,千,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07992,N5,午前,ごぜん,morning,noun (common) (futsuumeishi) | adverb (fukushi),morning | a.m.,review,48,action_needs_review,person_family,person morninging,午前,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07993,N5,午後,ごご,afternoon,noun (common) (futsuumeishi) | adverb (fukushi),afternoon | p.m.,review,48,action_needs_review,person_family,person afternooning,午後,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07994,N5,半,はん,half,"noun, used as a prefix | noun (common) (futsuumeishi) | noun, used as a suffix",half | semi- | partial | half-past | odd number,skip,10,not_recommended,skip,half,半,,function word or bound form,Tanos JLPT vocabulary
n5_07995,N5,半分,はんぶん,half minute,adverb (fukushi) | noun (common) (futsuumeishi),half,review,48,action_needs_review,person_family,person halfing minute,半分,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07996,N5,南,みなみ,south,noun (common) (futsuumeishi),south,review,55,noun_needs_review,general,south,南,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07997,N5,危ない,あぶない,dangerous,adjective (keiyoushi),dangerous | risky | hazardous | perilous | precarious,scene_image,68,visual_state_scene,action_state,dangerous scene,危ない,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_07998,N5,卵,たまご,egg,noun (common) (futsuumeishi),eggs | egg | spawn | roe | (hen's) egg,direct_image,84,single_object_or_place,food_drink,egg,卵,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary
n5_07999,N5,厚い,あつい,"kind, deep, thick",adjective (keiyoushi),thick | deep | heavy | kind | cordial,scene_image,68,visual_state_scene,action_state,kind scene,厚い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n5_08000,N5,去年,きょねん,last year,noun (common) (futsuumeishi) | adverb (fukushi),last year,review,48,action_needs_review,person_family,person lasting year,去年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08001,N5,友達,ともだち,friend,noun (common) (futsuumeishi),friend | companion,direct_image,84,single_object_or_place,person_family,friend,友達,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary
n5_08002,N5,取る,とる,to take something,Godan verb with 'ru' ending | transitive verb,to take | to pick up | to grab | to catch | to hold,scene_image,72,person_action_scene,action_state,person taking something,取る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n5_08003,N5,口,くち,"mouth,opening",noun (common) (futsuumeishi),mouth | opening | hole | gap | orifice,direct_image,84,single_object_or_place,body_health,mouth,口,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary
n5_08004,N5,古い,ふるい,old (not used for people),adjective (keiyoushi),old | aged | ancient | antiquated | antique,scene_image,68,visual_state_scene,action_state,old scene,古い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
